0.02	0.2
0.04	0.2
0.07	0.18
0.09	0.18
0.12	0.2
0.14	0.19
0.17	0.19
0.19	0.2
0.21	0.19
0.24	0.22
0.26	0.22
0.29	0.2
0.31	0.21
0.34	0.2
0.36	0.2
0.39	0.21
0.41	0.2
0.43	0.2
0.46	0.2
0.48	0.19
0.51	0.21
0.53	0.21
0.56	0.2
0.58	0.21
0.61	0.21
0.63	0.21
0.65	0.21
0.68	0.2
0.7	0.2
0.73	0.21
0.75	0.21
0.78	0.22
0.8	0.2
0.83	0.2
0.85	0.22
0.87	0.22
0.9	0.22
0.92	0.22
0.95	0.2
0.97	0.23
1	0.23
1.02	0.21
1.05	0.21
1.07	0.2
1.09	0.2
1.12	0.21
1.14	0.19
1.17	0.19
1.19	0.18
1.22	0.18
1.24	0.2
1.26	0.2
1.29	0.2
1.31	0.2
1.34	0.21
1.36	0.22
1.39	0.22
1.41	0.21
1.44	0.21
1.46	0.21
1.48	0.2
1.51	0.21
1.53	0.18
1.56	0.19
1.58	0.21
1.61	0.21
1.63	0.21
1.66	0.22
1.68	0.22
1.7	0.25
1.73	0.25
1.75	0.22
1.78	0.22
1.8	0.21
1.83	0.21
1.85	0.2
1.88	0.18
1.9	0.18
1.92	0.18
1.95	0.18
1.97	0.21
2	0.21
2.02	0.21
2.05	0.22
2.07	0.22
2.1	0.22
2.12	0.23
2.14	0.22
2.17	0.22
2.19	0.21
2.22	0.2
2.24	0.2
2.27	0.19
2.29	0.19
2.31	0.2
2.34	0.19
2.36	0.2
2.39	0.2
2.41	0.19
2.44	0.21
2.46	0.21
2.49	0.19
2.51	0.2
2.53	0.18
2.56	0.19
2.58	0.19
2.61	0.18
2.63	0.19
2.66	0.19
2.68	0.18
2.71	0.2
2.73	0.2
2.75	0.2
2.78	0.2
2.8	0.19
2.83	0.2
2.85	0.21
2.88	0.2
2.9	0.2
2.93	0.2
2.95	0.2
2.97	0.2
3	0.18
3.02	0.17
3.05	0.2
3.07	0.19
3.1	0.2
3.12	0.2
3.15	0.2
3.17	0.23
3.19	0.24
3.22	0.21
3.24	0.22
3.27	0.21
3.29	0.21
3.32	0.2
3.34	0.19
3.36	0.19
3.39	0.19
3.41	0.19
3.44	0.21
3.46	0.21
3.49	0.21
3.51	0.21
3.54	0.21
3.56	0.22
3.58	0.22
3.61	0.21
3.63	0.21
3.66	0.21
3.68	0.21
3.71	0.22
3.73	0.21
3.76	0.21
3.78	0.21
3.8	0.22
3.83	0.22
3.85	0.22
3.88	0.21
3.9	0.24
3.93	0.23
3.95	0.22
3.98	0.22
4	0.21
4.02	0.21
4.05	0.21
4.07	0.2
4.1	0.2
4.12	0.2
4.15	0.19
4.17	0.22
4.2	0.22
4.22	0.22
4.24	0.21
4.27	0.21
4.29	0.23
4.32	0.23
4.34	0.21
4.37	0.21
4.39	0.21
4.42	0.21
4.44	0.22
4.46	0.21
4.49	0.21
4.51	0.21
4.54	0.21
4.56	0.22
4.59	0.23
4.61	0.22
4.63	0.24
4.66	0.25
4.68	0.25
4.71	0.24
4.73	0.22
4.76	0.21
4.78	0.21
4.81	0.19
4.83	0.19
4.85	0.18
4.88	0.18
4.9	0.22
4.93	0.22
4.95	0.22
4.98	0.23
5	0.22
5.03	0.23
5.05	0.23
5.07	0.22
5.1	0.23
5.12	0.22
5.15	0.22
5.17	0.23
5.2	0.24
5.22	0.24
5.25	0.24
5.27	0.23
5.29	0.24
5.32	0.24
5.34	0.23
5.37	0.25
5.39	0.26
5.42	0.25
5.44	0.27
5.47	0.25
5.49	0.25
5.51	0.25
5.54	0.23
5.56	0.24
5.59	0.23
5.61	0.22
5.64	0.26
5.66	0.26
5.68	0.26
5.71	0.26
5.73	0.26
5.76	0.27
5.78	0.28
5.81	0.27
5.83	0.27
5.86	0.27
5.88	0.27
5.9	0.28
5.93	0.28
5.95	0.28
5.98	0.29
6	0.29
6.03	0.3
6.05	0.3
6.08	0.31
6.1	0.33
6.12	0.33
6.15	0.34
6.17	0.34
6.2	0.32
6.22	0.32
6.25	0.32
6.27	0.3
6.3	0.3
6.32	0.3
6.34	0.31
6.37	0.35
6.39	0.35
6.42	0.36
6.44	0.37
6.47	0.38
6.49	0.4
6.52	0.41
6.54	0.4
6.56	0.4
6.59	0.4
6.61	0.41
6.64	0.42
6.66	0.42
6.69	0.43
6.71	0.44
6.73	0.45
6.76	0.46
6.78	0.47
6.81	0.46
6.83	0.49
6.86	0.5
6.88	0.49
6.91	0.5
6.93	0.49
6.95	0.49
6.98	0.5
7	0.49
7.03	0.51
7.05	0.5
7.08	0.51
7.1	0.56
7.13	0.56
7.15	0.57
7.17	0.58
7.2	0.58
7.22	0.61
7.25	0.62
7.27	0.61
7.3	0.62
7.32	0.62
7.35	0.62
7.37	0.63
7.39	0.63
7.42	0.64
7.44	0.65
7.47	0.66
7.49	0.68
7.52	0.69
7.54	0.69
7.57	0.72
7.59	0.72
7.61	0.74
7.64	0.74
7.66	0.73
7.69	0.73
7.71	0.74
7.74	0.72
7.76	0.73
7.78	0.71
7.81	0.72
7.83	0.76
7.86	0.78
7.88	0.79
7.91	0.81
7.93	0.81
7.96	0.84
7.98	0.85
8	0.84
8.03	0.84
8.05	0.84
8.08	0.83
8.1	0.85
8.13	0.84
8.15	0.85
8.18	0.87
8.2	0.88
8.22	0.89
8.25	0.9
8.27	0.9
8.3	0.93
8.32	0.92
8.35	0.92
8.37	0.93
8.4	0.92
8.42	0.92
8.44	0.93
8.47	0.91
8.49	0.93
8.52	0.92
8.54	0.92
8.57	0.96
8.59	0.96
8.62	0.97
8.64	0.98
8.66	0.99
8.69	1.01
8.71	1.01
8.74	0.99
8.76	1
8.79	0.99
8.81	0.99
8.84	1
8.86	1
8.88	1
8.91	1.01
8.93	1
8.96	1.02
8.98	1.02
9.01	1.02
9.03	1.03
9.05	1.03
9.08	1.03
9.1	1.04
9.13	1.03
9.15	1.04
9.18	1.04
9.2	1.03
9.23	1.05
9.25	1.04
9.27	1.03
9.3	1.06
9.32	1.06
9.35	1.07
9.37	1.07
9.4	1.06
9.42	1.08
9.45	1.09
9.47	1.07
9.49	1.08
9.52	1.06
9.54	1.06
9.57	1.07
9.59	1.08
9.62	1.08
9.64	1.09
9.67	1.09
9.69	1.11
9.71	1.11
9.74	1.11
9.76	1.11
9.79	1.1
9.81	1.09
9.84	1.1
9.86	1.1
9.89	1.1
9.91	1.1
9.93	1.1
9.96	1.12
9.98	1.11
10.01	1.11
10.03	1.14
10.06	1.13
10.08	1.13
10.1	1.14
10.13	1.14
10.15	1.18
10.18	1.18
10.2	1.16
10.23	1.17
10.25	1.18
10.28	1.17
10.3	1.2
10.32	1.2
10.35	1.21
10.37	1.22
10.4	1.23
10.42	1.25
10.45	1.26
10.47	1.24
10.5	1.26
10.52	1.25
10.54	1.27
10.57	1.27
10.59	1.29
10.62	1.3
10.64	1.32
10.67	1.32
10.69	1.35
10.72	1.34
10.74	1.36
10.76	1.37
10.79	1.39
10.81	1.39
10.84	1.42
10.86	1.42
10.89	1.46
10.91	1.47
10.94	1.49
10.96	1.51
10.98	1.52
11.01	1.53
11.03	1.57
11.06	1.59
11.08	1.62
11.11	1.64
11.13	1.66
11.15	1.7
11.18	1.72
11.2	1.73
11.23	1.76
11.25	1.79
11.28	1.81
11.3	1.85
11.33	1.88
11.35	1.91
11.37	1.95
11.4	1.98
11.42	2.02
11.45	2.03
11.47	2.06
11.5	2.11
11.52	2.13
11.55	2.17
11.57	2.2
11.59	2.23
11.62	2.29
11.64	2.33
11.67	2.35
11.69	2.4
11.72	2.43
11.74	2.48
11.77	2.53
11.79	2.58
11.81	2.61
11.84	2.66
11.86	2.68
11.89	2.74
11.91	2.76
11.94	2.78
11.96	2.81
11.99	2.84
12.01	2.87
12.03	2.92
12.06	2.95
12.08	2.99
12.11	3.02
12.13	3.06
12.16	3.1
12.18	3.11
12.21	3.12
12.23	3.16
12.25	3.17
12.28	3.19
12.3	3.21
12.33	3.23
12.35	3.27
12.38	3.3
12.4	3.31
12.42	3.34
12.45	3.34
12.47	3.36
12.5	3.4
12.52	3.41
12.55	3.43
12.57	3.45
12.6	3.45
12.62	3.5
12.64	3.51
12.67	3.5
12.69	3.51
12.72	3.51
12.74	3.52
12.77	3.53
12.79	3.52
12.82	3.52
12.84	3.52
12.86	3.51
12.89	3.53
12.91	3.52
12.94	3.52
12.96	3.52
12.99	3.52
13.01	3.51
13.04	3.52
13.06	3.5
13.08	3.5
13.11	3.49
13.13	3.47
13.16	3.47
13.18	3.44
13.21	3.43
13.23	3.44
13.26	3.43
13.28	3.42
13.3	3.41
13.33	3.4
13.35	3.41
13.38	3.39
13.4	3.35
13.43	3.33
13.45	3.31
13.47	3.29
13.5	3.27
13.52	3.24
13.55	3.22
13.57	3.21
13.6	3.19
13.62	3.19
13.65	3.16
13.67	3.15
13.69	3.13
13.72	3.1
13.74	3.08
13.77	3.06
13.79	3.02
13.82	3.01
13.84	2.98
13.87	2.96
13.89	2.94
13.91	2.91
13.94	2.88
13.96	2.89
13.99	2.86
14.01	2.85
14.04	2.83
14.06	2.81
14.09	2.82
14.11	2.81
14.13	2.76
14.16	2.76
14.18	2.72
14.21	2.71
14.23	2.69
14.26	2.67
14.28	2.66
14.31	2.65
14.33	2.62
14.35	2.63
14.38	2.62
14.4	2.61
14.43	2.6
14.45	2.58
14.48	2.57
14.5	2.57
14.52	2.54
14.55	2.54
14.57	2.54
14.6	2.53
14.62	2.54
14.65	2.52
14.67	2.51
14.7	2.54
14.72	2.54
14.74	2.54
14.77	2.54
14.79	2.54
14.82	2.57
14.84	2.58
14.87	2.56
14.89	2.57
14.92	2.58
14.94	2.58
14.96	2.59
14.99	2.59
15.01	2.61
15.04	2.62
15.06	2.63
15.09	2.67
15.11	2.69
15.14	2.71
15.16	2.75
15.18	2.77
15.21	2.8
15.23	2.83
15.26	2.86
15.28	2.9
15.31	2.93
15.33	2.95
15.36	3
15.38	3.02
15.4	3.06
15.43	3.11
15.45	3.16
15.48	3.2
15.5	3.26
15.53	3.3
15.55	3.39
15.57	3.44
15.6	3.49
15.62	3.55
15.65	3.59
15.67	3.63
15.7	3.7
15.72	3.73
15.75	3.8
15.77	3.85
15.79	3.91
15.82	4
15.84	4.09
15.87	4.16
15.89	4.26
15.92	4.33
15.94	4.43
15.97	4.52
15.99	4.62
16.01	4.7
16.04	4.79
