0.02	0.17
0.04	0.17
0.07	0.18
0.09	0.19
0.12	0.2
0.14	0.19
0.17	0.19
0.19	0.18
0.21	0.18
0.24	0.18
0.26	0.17
0.29	0.17
0.31	0.15
0.34	0.15
0.36	0.17
0.39	0.17
0.41	0.17
0.43	0.18
0.46	0.18
0.48	0.2
0.51	0.21
0.53	0.18
0.56	0.18
0.58	0.17
0.61	0.17
0.63	0.18
0.65	0.18
0.68	0.18
0.7	0.19
0.73	0.19
0.75	0.21
0.78	0.21
0.8	0.2
0.83	0.2
0.85	0.19
0.87	0.19
0.9	0.18
0.92	0.17
0.95	0.17
0.97	0.17
1	0.17
1.02	0.18
1.05	0.16
1.07	0.17
1.09	0.2
1.12	0.19
1.14	0.19
1.17	0.19
1.19	0.18
1.22	0.2
1.24	0.2
1.26	0.18
1.29	0.18
1.31	0.17
1.34	0.16
1.36	0.19
1.39	0.19
1.41	0.19
1.44	0.19
1.46	0.18
1.48	0.2
1.51	0.21
1.53	0.18
1.56	0.18
1.58	0.17
1.61	0.17
1.63	0.17
1.66	0.17
1.68	0.17
1.7	0.17
1.73	0.17
1.75	0.18
1.78	0.16
1.8	0.16
1.83	0.16
1.85	0.16
1.88	0.16
1.9	0.16
1.92	0.16
1.95	0.18
1.97	0.18
2	0.17
2.02	0.18
2.05	0.17
2.07	0.17
2.1	0.19
2.12	0.19
2.14	0.19
2.17	0.19
2.19	0.19
2.22	0.22
2.24	0.22
2.27	0.2
2.29	0.21
2.31	0.2
2.34	0.2
2.36	0.19
2.39	0.17
2.41	0.17
2.44	0.17
2.46	0.17
2.49	0.18
2.51	0.16
2.53	0.17
2.56	0.18
2.58	0.18
2.61	0.18
2.63	0.19
2.66	0.18
2.68	0.19
2.71	0.19
2.73	0.18
2.75	0.19
2.78	0.17
2.8	0.16
2.83	0.19
2.85	0.19
2.88	0.19
2.9	0.2
2.93	0.19
2.95	0.22
2.97	0.22
3	0.2
3.02	0.2
3.05	0.19
3.07	0.19
3.1	0.19
3.12	0.18
3.15	0.18
3.17	0.18
3.19	0.18
3.22	0.19
3.24	0.17
3.27	0.17
3.29	0.17
3.32	0.15
3.34	0.15
3.36	0.14
3.39	0.15
3.41	0.17
3.44	0.17
3.46	0.17
3.49	0.19
3.51	0.17
3.54	0.17
3.56	0.19
3.58	0.19
3.61	0.18
3.63	0.19
3.66	0.18
3.68	0.21
3.71	0.2
3.73	0.19
3.76	0.19
3.78	0.18
3.8	0.18
3.83	0.19
3.85	0.17
3.88	0.18
3.9	0.17
3.93	0.17
3.95	0.18
3.98	0.17
4	0.17
4.02	0.17
4.05	0.17
4.07	0.17
4.1	0.17
4.12	0.16
4.15	0.17
4.17	0.16
4.2	0.16
4.22	0.17
4.24	0.15
4.27	0.15
4.29	0.18
4.32	0.18
4.34	0.18
4.37	0.19
4.39	0.18
4.42	0.21
4.44	0.21
4.46	0.19
4.49	0.19
4.51	0.19
4.54	0.18
4.56	0.19
4.59	0.18
4.61	0.18
4.63	0.17
4.66	0.14
4.68	0.16
4.71	0.17
4.73	0.16
4.76	0.16
4.78	0.16
4.81	0.16
4.83	0.18
4.85	0.18
4.88	0.18
4.9	0.18
4.93	0.18
4.95	0.18
4.98	0.17
5	0.17
5.03	0.19
5.05	0.19
5.07	0.19
5.1	0.19
5.12	0.19
5.15	0.22
5.17	0.23
5.2	0.2
5.22	0.21
5.25	0.2
5.27	0.2
5.29	0.2
5.32	0.19
5.34	0.19
5.37	0.18
5.39	0.18
5.42	0.19
5.44	0.19
5.47	0.2
5.49	0.2
5.51	0.2
5.54	0.19
5.56	0.21
5.59	0.2
5.61	0.2
5.64	0.19
5.66	0.19
5.68	0.2
5.71	0.19
5.73	0.18
5.76	0.21
5.78	0.21
5.81	0.22
5.83	0.22
5.86	0.23
5.88	0.25
5.9	0.25
5.93	0.22
5.95	0.23
5.98	0.21
6	0.2
6.03	0.2
6.05	0.19
6.08	0.2
6.1	0.2
6.12	0.2
6.15	0.22
6.17	0.22
6.2	0.22
6.22	0.22
6.25	0.22
6.27	0.22
6.3	0.23
6.32	0.22
6.34	0.22
6.37	0.22
6.39	0.22
6.42	0.23
6.44	0.22
6.47	0.22
6.49	0.23
6.52	0.24
6.54	0.25
6.56	0.25
6.59	0.25
6.61	0.29
6.64	0.28
6.66	0.27
6.69	0.27
6.71	0.26
6.73	0.27
6.76	0.27
6.78	0.25
6.81	0.26
6.83	0.24
6.86	0.25
6.88	0.26
6.91	0.26
6.93	0.26
6.95	0.27
6.98	0.26
7	0.27
7.03	0.28
7.05	0.28
7.08	0.28
7.1	0.28
7.13	0.28
7.15	0.3
7.17	0.3
7.2	0.3
7.22	0.32
7.25	0.31
7.27	0.32
7.3	0.33
7.32	0.32
7.35	0.34
7.37	0.33
7.39	0.32
7.42	0.32
7.44	0.3
7.47	0.3
7.49	0.3
7.52	0.3
7.54	0.3
7.57	0.3
7.59	0.31
7.61	0.34
7.64	0.35
7.66	0.35
7.69	0.36
7.71	0.35
7.74	0.36
7.76	0.36
7.78	0.36
7.81	0.36
7.83	0.36
7.86	0.36
7.88	0.38
7.91	0.38
7.93	0.38
7.96	0.4
7.98	0.39
8	0.4
8.03	0.4
8.05	0.4
8.08	0.41
8.1	0.42
8.13	0.41
8.15	0.42
8.18	0.42
8.2	0.43
8.22	0.43
8.25	0.42
8.27	0.43
8.3	0.43
8.32	0.43
8.35	0.46
8.37	0.46
8.4	0.46
8.42	0.46
8.44	0.47
8.47	0.47
8.49	0.48
8.52	0.46
8.54	0.47
8.57	0.47
8.59	0.47
8.62	0.48
8.64	0.48
8.66	0.48
8.69	0.49
8.71	0.49
8.74	0.51
8.76	0.51
8.79	0.52
8.81	0.54
8.84	0.55
8.86	0.55
8.88	0.55
8.91	0.54
8.93	0.54
8.96	0.53
8.98	0.52
9.01	0.52
9.03	0.52
9.05	0.52
9.08	0.56
9.1	0.56
9.13	0.57
9.15	0.57
9.18	0.57
9.2	0.58
9.23	0.58
9.25	0.57
9.27	0.58
9.3	0.57
9.32	0.58
9.35	0.59
9.37	0.6
9.4	0.61
9.42	0.61
9.45	0.61
9.47	0.62
9.49	0.62
9.52	0.61
9.54	0.63
9.57	0.62
9.59	0.62
9.62	0.62
9.64	0.6
9.67	0.61
9.69	0.61
9.71	0.6
9.74	0.61
9.76	0.6
9.79	0.59
9.81	0.63
9.84	0.63
9.86	0.62
9.89	0.63
9.91	0.62
9.93	0.64
9.96	0.64
9.98	0.64
10.01	0.64
10.03	0.65
10.06	0.65
10.08	0.66
10.1	0.65
10.13	0.66
10.15	0.66
10.18	0.67
10.2	0.67
10.23	0.68
10.25	0.67
10.28	0.71
10.3	0.7
10.32	0.7
10.35	0.7
10.37	0.69
10.4	0.69
10.42	0.7
10.45	0.67
10.47	0.68
10.5	0.67
10.52	0.67
10.54	0.71
10.57	0.72
10.59	0.72
10.62	0.73
10.64	0.73
10.67	0.74
10.69	0.76
10.72	0.74
10.74	0.75
10.76	0.74
10.79	0.75
10.81	0.76
10.84	0.76
10.86	0.77
10.89	0.77
10.91	0.78
10.94	0.79
10.96	0.8
10.98	0.8
11.01	0.83
11.03	0.83
11.06	0.84
11.08	0.85
11.11	0.83
11.13	0.84
11.15	0.85
11.18	0.83
11.2	0.85
11.23	0.84
11.25	0.85
11.28	0.89
11.3	0.9
11.33	0.9
11.35	0.92
11.37	0.93
11.4	0.95
11.42	0.96
11.45	0.95
11.47	0.96
11.5	0.96
11.52	0.96
11.55	0.98
11.57	1
11.59	1
11.62	1.02
11.64	1.03
11.67	1.06
11.69	1.07
11.72	1.08
11.74	1.1
11.77	1.12
11.79	1.12
11.81	1.13
11.84	1.13
11.86	1.16
11.89	1.16
11.91	1.15
11.94	1.16
11.96	1.16
11.99	1.17
12.01	1.21
12.03	1.22
12.06	1.24
12.08	1.26
12.11	1.27
12.13	1.29
12.16	1.31
12.18	1.29
12.21	1.31
12.23	1.3
12.25	1.31
12.28	1.34
12.3	1.35
12.33	1.36
12.35	1.38
12.38	1.38
12.4	1.42
12.42	1.42
12.45	1.43
12.47	1.45
12.5	1.46
12.52	1.45
12.55	1.46
12.57	1.47
12.6	1.48
12.62	1.48
12.64	1.48
12.67	1.5
12.69	1.49
12.72	1.51
12.74	1.54
12.77	1.54
12.79	1.54
12.82	1.55
12.84	1.55
12.86	1.57
12.89	1.57
12.91	1.55
12.94	1.56
12.96	1.56
12.99	1.57
13.01	1.59
13.04	1.6
13.06	1.6
13.08	1.61
13.11	1.61
13.13	1.64
13.16	1.64
13.18	1.63
13.21	1.63
13.23	1.63
13.26	1.63
13.28	1.64
13.3	1.63
13.33	1.64
13.35	1.64
13.38	1.63
13.4	1.64
13.43	1.62
13.45	1.61
13.47	1.63
13.5	1.63
13.52	1.62
13.55	1.63
13.57	1.63
13.6	1.65
13.62	1.65
