0.02	0.27
0.04	0.29
0.07	0.31
0.09	0.33
0.12	0.36
0.14	0.35
0.17	0.35
0.19	0.35
0.21	0.33
0.24	0.32
0.26	0.34
0.29	0.34
0.31	0.35
0.34	0.35
0.36	0.35
0.39	0.38
0.41	0.38
0.43	0.36
0.46	0.37
0.48	0.35
0.51	0.35
0.53	0.34
0.56	0.34
0.58	0.34
0.61	0.33
0.63	0.33
0.65	0.35
0.68	0.33
0.7	0.34
0.73	0.34
0.75	0.34
0.78	0.34
0.8	0.34
0.83	0.33
0.85	0.34
0.87	0.34
0.9	0.34
0.92	0.34
0.95	0.32
0.97	0.33
1	0.34
1.02	0.34
1.05	0.34
1.07	0.35
1.09	0.34
1.12	0.38
1.14	0.37
1.17	0.35
1.19	0.35
1.22	0.34
1.24	0.34
1.26	0.34
1.29	0.33
1.31	0.33
1.34	0.32
1.36	0.32
1.39	0.35
1.41	0.35
1.44	0.34
1.46	0.34
1.48	0.34
1.51	0.35
1.53	0.36
1.56	0.34
1.58	0.33
1.61	0.34
1.63	0.33
1.66	0.34
1.68	0.33
1.7	0.33
1.73	0.35
1.75	0.35
1.78	0.36
1.8	0.36
1.83	0.36
1.85	0.38
1.88	0.37
1.9	0.35
1.92	0.36
1.95	0.34
1.97	0.34
2	0.34
2.02	0.32
2.05	0.33
2.07	0.33
2.1	0.32
2.12	0.35
2.14	0.35
2.17	0.35
2.19	0.36
2.22	0.35
2.24	0.35
2.27	0.36
2.29	0.35
2.31	0.34
2.34	0.34
2.36	0.34
2.39	0.35
2.41	0.35
2.44	0.35
2.46	0.37
2.49	0.38
2.51	0.38
2.53	0.38
2.56	0.37
2.58	0.38
2.61	0.38
2.63	0.35
2.66	0.36
2.68	0.34
2.71	0.34
2.73	0.35
2.75	0.33
2.78	0.34
2.8	0.33
2.83	0.33
2.85	0.35
2.88	0.35
2.9	0.35
2.93	0.35
2.95	0.35
2.97	0.36
3	0.36
3.02	0.35
3.05	0.35
3.07	0.35
3.1	0.35
3.12	0.35
3.15	0.35
3.17	0.35
3.19	0.36
3.22	0.35
3.24	0.37
3.27	0.37
3.29	0.37
3.32	0.39
3.34	0.38
3.36	0.37
3.39	0.38
3.41	0.35
3.44	0.35
3.46	0.35
3.49	0.33
3.51	0.33
3.54	0.32
3.56	0.31
3.58	0.35
3.61	0.35
3.63	0.35
3.66	0.35
3.68	0.34
3.71	0.35
3.73	0.35
3.76	0.34
3.78	0.34
3.8	0.33
3.83	0.34
3.85	0.35
3.88	0.35
3.9	0.35
3.93	0.36
3.95	0.35
3.98	0.36
4	0.35
4.02	0.34
4.05	0.36
4.07	0.36
4.1	0.36
4.12	0.37
4.15	0.36
4.17	0.36
4.2	0.36
4.22	0.34
4.24	0.35
4.27	0.34
4.29	0.33
4.32	0.36
4.34	0.35
4.37	0.35
4.39	0.35
4.42	0.35
4.44	0.35
