0.000000 	 2.000000 	 20.000000 
0.010000 	 2.051748 	 15.118588 
0.020000 	 2.196286 	 11.439923 
0.030000 	 2.427502 	 8.672634 
0.040000 	 2.748434 	 6.592880 
0.050000 	 3.168593 	 5.030414 
0.060000 	 3.702962 	 3.856541 
0.070000 	 4.371858 	 2.974377 
0.080000 	 5.201345 	 2.311195 
0.090000 	 6.224022 	 1.812530 
0.100000 	 7.480154 	 1.437690 
0.110000 	 9.019142 	 1.156363 
0.120000 	 10.901354 	 0.946080 
0.130000 	 13.200346 	 0.790334 
0.140000 	 16.005541 	 0.677239 
0.150000 	 19.425371 	 0.598615 
0.160000 	 23.590897 	 0.549507 
0.170000 	 28.659756 	 0.528190 
0.180000 	 34.820068 	 0.536931 
0.190000 	 42.293129 	 0.584207 
0.200000 	 51.331970 	 0.690200 
0.210000 	 62.207615 	 0.900591 
0.220000 	 75.159515 	 1.323531 
0.230000 	 90.236572 	 2.237628 
0.240000 	 106.783867 	 4.433959 
0.250000 	 121.774284 	 10.321792 
0.260000 	 125.334175 	 26.672256 
0.270000 	 99.652588 	 62.493534 
0.280000 	 53.189358 	 99.424416 
0.290000 	 22.816204 	 105.490669 
0.300000 	 10.381581 	 91.234062 
0.310000 	 5.586281 	 72.919662 
0.320000 	 3.581185 	 56.474709 
0.330000 	 2.664737 	 43.140129 
0.340000 	 2.231942 	 32.742496 
0.350000 	 2.048368 	 24.777504 
0.360000 	 2.015545 	 18.730814 
0.370000 	 2.090678 	 14.163074 
0.380000 	 2.256636 	 10.722229 
0.390000 	 2.509812 	 8.134336 
0.400000 	 2.854945 	 6.189494 
0.410000 	 3.302938 	 4.728299 
0.420000 	 3.870101 	 3.630377 
0.430000 	 4.578168 	 2.805162 
0.440000 	 5.454803 	 2.184708 
0.450000 	 6.534475 	 1.718155 
0.460000 	 7.859681 	 1.367526 
0.470000 	 9.482495 	 1.104559 
0.480000 	 11.466501 	 0.908340 
0.490000 	 13.889127 	 0.763565 
0.500000 	 16.844435 	 0.659301 
0.510000 	 20.446392 	 0.588187 
0.520000 	 24.832582 	 0.546059 
0.530000 	 30.168188 	 0.532121 
0.540000 	 36.649700 	 0.550005 
0.550000 	 44.506874 	 0.610620 
0.560000 	 53.999081 	 0.739184 
0.570000 	 65.395241 	 0.993103 
0.580000 	 78.905602 	 1.510929 
0.590000 	 94.464294 	 2.658551 
0.600000 	 111.023888 	 5.498616 
0.610000 	 124.307709 	 13.268390 
0.620000 	 121.706436 	 34.260468 
0.630000 	 87.447906 	 73.950211 
0.640000 	 42.738262 	 104.068008 
0.650000 	 18.287453 	 102.597389 
0.660000 	 8.673042 	 86.235512 
0.670000 	 4.902521 	 68.170570 
0.680000 	 3.282409 	 52.554302 
0.690000 	 2.529229 	 40.062729 
0.700000 	 2.176622 	 30.379124 
0.710000 	 2.039346 	 22.982071 
0.720000 	 2.038346 	 17.374868 
0.730000 	 2.139441 	 13.142529 
0.740000 	 2.329860 	 9.955689 
0.750000 	 2.608574 	 7.559290 
0.760000 	 2.982151 	 5.758418 
0.770000 	 3.463048 	 4.405293 
0.780000 	 4.069102 	 3.388432 
0.790000 	 4.823701 	 2.624019 
0.800000 	 5.756393 	 2.049210 
0.810000 	 6.903867 	 1.616990 
0.820000 	 8.311263 	 1.292282 
0.830000 	 10.033832 	 1.049014 
0.840000 	 12.138976 	 0.867940 
0.850000 	 14.708715 	 0.735050 
0.860000 	 17.842613 	 0.640456 
0.870000 	 21.661177 	 0.577712 
0.880000 	 26.309671 	 0.543580 
0.890000 	 31.962082 	 0.538414 
0.900000 	 38.824486 	 0.567630 
0.910000 	 47.135872 	 0.645467 
0.920000 	 57.161121 	 0.804269 
0.930000 	 69.161324 	 1.118568 
0.940000 	 83.296700 	 1.772633 
0.950000 	 99.317139 	 3.267099 
0.960000 	 115.555328 	 7.088027 
0.970000 	 125.860374 	 17.688528 
0.980000 	 114.654381 	 44.652393 
0.990000 	 72.900406 	 85.849342 
