0.000000 	 5.000000 	 20.000000 
0.010000 	 5.116417 	 15.582291 
0.020000 	 5.443611 	 12.167606 
0.030000 	 5.968366 	 9.541785 
0.040000 	 6.696362 	 7.529555 
0.050000 	 7.646928 	 5.991621 
0.060000 	 8.850868 	 4.819303 
0.070000 	 10.349929 	 3.928945 
0.080000 	 12.197236 	 3.256960 
0.090000 	 14.458332 	 2.755776 
0.100000 	 17.212557 	 2.390753 
0.110000 	 20.554504 	 2.138092 
0.120000 	 24.595121 	 1.983839 
0.130000 	 29.461571 	 1.924333 
0.140000 	 35.294060 	 1.968953 
0.150000 	 42.235657 	 2.147239 
0.160000 	 50.406097 	 2.525272 
0.170000 	 59.838367 	 3.243211 
0.180000 	 70.327255 	 4.602974 
0.190000 	 81.072548 	 7.271876 
0.200000 	 89.905762 	 12.701878 
0.210000 	 92.149849 	 23.565981 
0.220000 	 81.543686 	 42.110470 
0.230000 	 58.625168 	 63.264530 
0.240000 	 35.505383 	 74.666435 
0.250000 	 20.580166 	 72.681229 
0.260000 	 12.696784 	 63.299450 
0.270000 	 8.709595 	 52.071236 
0.280000 	 6.666655 	 41.610748 
0.290000 	 5.621843 	 32.759754 
0.300000 	 5.135512 	 25.601122 
0.310000 	 5.000676 	 19.947098 
0.320000 	 5.119498 	 15.541371 
0.330000 	 5.448850 	 12.136160 
0.340000 	 5.975758 	 9.517726 
0.350000 	 6.706069 	 7.511210 
0.360000 	 7.659243 	 5.977680 
0.370000 	 8.866201 	 4.808752 
0.380000 	 10.368811 	 3.921012 
0.390000 	 12.220328 	 3.251064 
0.400000 	 14.486439 	 2.751490 
0.410000 	 17.246639 	 2.387774 
0.420000 	 20.595701 	 2.136230 
0.430000 	 24.644747 	 1.983010 
0.440000 	 29.521103 	 1.924576 
0.450000 	 35.365074 	 1.970485 
0.460000 	 42.319633 	 2.150573 
0.470000 	 50.503971 	 2.531493 
0.480000 	 59.949440 	 3.254605 
0.490000 	 70.446625 	 4.624500 
0.500000 	 81.185196 	 7.314496 
0.510000 	 89.974884 	 12.788473 
0.520000 	 92.107178 	 23.731319 
0.530000 	 81.336044 	 42.353058 
0.540000 	 58.338657 	 63.463718 
0.550000 	 35.288746 	 74.707039 
0.560000 	 20.460186 	 72.599915 
0.570000 	 12.636443 	 63.173737 
0.580000 	 8.679300 	 51.945236 
0.590000 	 6.651347 	 41.500950 
0.600000 	 5.614543 	 32.669746 
0.610000 	 5.132978 	 25.529573 
0.620000 	 5.001383 	 19.891186 
0.630000 	 5.122750 	 15.498121 
0.640000 	 5.454386 	 12.102920 
0.650000 	 5.983575 	 9.492290 
0.660000 	 6.716338 	 7.491813 
0.670000 	 7.672273 	 5.962935 
0.680000 	 8.882428 	 4.797590 
0.690000 	 10.388798 	 3.912617 
0.700000 	 12.244775 	 3.244823 
0.710000 	 14.516196 	 2.746949 
0.720000 	 17.282728 	 2.384617 
0.730000 	 20.639324 	 2.134253 
0.740000 	 24.697300 	 1.982125 
0.750000 	 29.584152 	 1.924827 
0.760000 	 35.440281 	 1.972103 
0.770000 	 42.408569 	 2.154103 
0.780000 	 50.607616 	 2.538090 
0.790000 	 60.067032 	 3.266704 
0.800000 	 70.572914 	 4.647388 
0.810000 	 81.304138 	 7.359859 
0.820000 	 90.047256 	 12.880671 
0.830000 	 92.060532 	 23.907124 
0.840000 	 81.115051 	 42.609886 
0.850000 	 58.036133 	 63.672859 
0.860000 	 35.061081 	 74.748260 
0.870000 	 20.334309 	 72.513252 
0.880000 	 12.573127 	 63.040859 
0.890000 	 8.647485 	 51.812328 
0.900000 	 6.635254 	 41.385223 
0.910000 	 5.606861 	 32.574905 
0.920000 	 5.130310 	 25.454191 
0.930000 	 5.002128 	 19.832279 
0.940000 	 5.126177 	 15.452552 
0.950000 	 5.460223 	 12.067893 
0.960000 	 5.991821 	 9.465485 
0.970000 	 6.727174 	 7.471368 
0.980000 	 7.686026 	 5.947392 
0.990000 	 8.899558 	 4.785821 
